Client_ID;Debt_capacity;Income;SMS_usage;Debt_1M;Min_callcenter;client_time;MB_usage;OTT_usage;Debt;APP_usage;VAS_usage;Min_In_3M;Avg_susp_time;Avg_days;Min_Out_3M;Churn
473;50.42277421;51.76227947;50.98753797;49.91247454;48.28023343;48.44938157;49.8353156;47.61806484;52.05574611;49.59463755;49.81063488;51.83349081;49.20808042;48.49337158;51.01620623;0
474;48.82942129;48.82505115;48.81651068;49.47205782;48.67121914;49.99215214;49.24473522;48.42673067;49.98835046;52.18637569;49.71498203;50.79627976;49.86726246;49.81745461;51.15209747;2
475;48.4037279;48.37148192;51.81619322;50.98160956;52.92620256;53.23857752;49.29789126;50.37364757;51.36680539;49.80194555;49.04472659;49.18624874;50.59077723;49.36910767;48.02982159;1
476;50.32897275;49.46464245;51.46706261;50.84512719;48.33696058;49.6846988;49.3876813;48.22134414;49.94749399;51.88454724;48.70112133;50.78424433;49.73968938;51.40196637;51.2571505;2
477;50.89729143;50.97474353;49.2760679;50.69011211;50.03902694;50.44045364;51.02751527;48.57225869;50.06737835;52.22802952;50.92898679;47.95413102;51.06930032;50.14992107;51.79035292;0
478;49.46029181;50.73485874;49.96246755;51.18082627;46.5443645;47.01256302;47.74567492;49.35820896;50.22547428;51.67298881;51.53236704;51.30873351;48.41122684;49.17139291;52.84322648;0
479;49.52210826;51.97177786;50.67919169;51.75932501;51.11110369;48.96861667;49.78364954;48.95370718;51.02425751;51.6079967;51.80746643;48.94520478;49.12018169;49.23377775;52.8525202;0
480;51.13940105;53.35671926;49.01507305;49.97140964;48.29276795;48.69116797;50.57361514;47.01850523;49.70330316;51.27766523;51.81842936;49.17617538;50.9223158;50.37638993;52.70578282;0
481;49.9723052;48.07762223;50.92781996;50.50541124;46.7610381;51.23421915;48.5369149;49.54954874;50.43844995;54.1495935;49.73401873;47.91852405;49.93260218;48.57148933;51.29340751;1
482;50.72182735;53.28988273;51.93817404;48.81158313;47.1133607;48.4627333;51.87147479;47.57667007;49.25276376;48.72908771;51.68323448;50.35596916;49.12181025;49.39534875;50.45031899;1
483;48.8790628;53.51562785;48.97958573;49.40203667;48.32626011;53.23208383;48.66135391;47.58463907;49.51973892;47.14608676;51.02468428;48.37299571;49.38246866;49.83178037;47.11852671;0
484;50.44684351;48.99049007;50.40066646;49.50871786;45.44150336;48.7147942;49.54898551;48.121452;50.82365557;54.23396027;49.98456629;49.89626872;50.82727627;50.68478546;52.8538603;1
485;51.07679644;50.99293818;50.57212836;50.11253276;51.20842115;49.90487404;51.656091;48.95168104;51.42077232;50.85635685;50.22252027;49.09653764;49.88389429;48.05156424;51.20736531;0
486;51.41304124;48.3207231;51.54055612;50.39946627;47.97662768;47.78452389;45.77483073;51.69730109;49.52870832;49.62858208;48.81138589;53.21309605;48.22472637;50.3724432;50.31908366;0
487;50.56650881;51.03867759;47.77856883;51.50544482;49.06816323;51.87484753;50.98877909;46.73284276;48.98349292;51.80751882;49.39827738;48.4286734;51.52342266;51.87941467;50.56076219;0
488;50.31916692;50.17177362;50.85634875;50.3992124;53.00842211;52.14219638;52.57862558;51.04802298;51.10753903;48.61162171;49.6831382;47.8585485;49.36988966;49.28069853;48.04745145;0
489;50.68635806;49.18024392;49.59236126;51.06361307;48.05148734;49.36096281;48.23827043;49.79191271;48.82484206;50.54019058;50.38015781;51.30195491;50.45599193;48.58396223;50.28243843;2
490;49.6785139;49.45349734;51.88646223;48.41184844;46.98077115;49.40081416;48.91222253;48.89444951;48.69426513;51.0392687;48.56400428;51.05455282;49.2737282;51.24193149;50.502456;2
491;50.47274802;51.0029781;50.48616896;49.58533689;48.28751663;51.03920984;47.58197226;48.00142682;49.77768505;54.16608206;49.910431;47.17759909;50.99241781;49.88904934;52.96646969;1
492;49.12850861;48.11435652;49.63751277;50.20456906;50.98602014;50.35540124;51.48452101;50.4593708;50.46625369;53.7059059;50.38548149;47.94043185;49.293991;49.77063569;51.9915447;2
493;50.8073557;52.29934039;49.35446936;48.88564691;50.12725463;49.67070652;50.06190969;48.42803528;51.97131567;48.94295789;50.6330689;50.29784321;48.88052069;49.55707805;50.31094633;0
494;48.84938478;49.66885977;49.69525725;51.10847797;49.41849658;47.32196505;51.07307379;50.63941456;49.35719159;51.46053365;51.95893944;50.54514614;47.73800171;49.32221651;52.29704435;2
495;50.85847205;50.94882011;50.4046269;50.93038929;47.37084812;49.88476836;47.27077494;46.88896866;50.16003517;56.22418691;49.52107393;47.55369826;49.25988307;50.65832069;55.10438804;1
496;49.90586133;48.9814454;50.6677796;49.93689108;53.08912302;48.70434473;53.08994644;50.91612472;48.86075485;51.43654584;50.37801748;49.71647532;48.20430781;48.56261626;51.75919791;0
497;49.36777994;51.33124278;51.46740305;50.73442257;50.19602661;53.01162482;51.07051636;48.71021359;50.55530111;49.02983081;48.96559476;47.75596435;49.78153592;50.12507585;47.98567589;0
498;48.88116869;52.14571139;51.15814752;50.04706809;50.81502184;51.01560727;47.18365808;48.22997192;48.20792236;51.49743456;51.6145089;48.44609021;50.43547572;50.72176731;51.88399233;1
499;50.74614207;49.38454051;50.3435855;50.29836047;49.50168238;48.09720058;50.94937789;51.21258754;50.47098783;50.35446634;47.52419303;50.54758026;49.31359163;50.57052069;50.8922659;2
500;48.1815604;49.16323265;50.53224854;50.17605086;49.61509492;48.73171062;50.79848844;51.60740634;50.35044807;50.66233992;49.54677256;49.70103951;47.78138211;50.13820789;50.69842856;2
501;50.63908018;53.71884636;50.14195252;49.05709799;47.76157985;50.50821046;49.49852969;46.25778514;49.23465581;51.88526975;49.0096413;47.71287167;49.85675465;48.90947937;52.29032701;1
502;49.0135532;48.75624263;50.56502414;50.91919033;47.90473879;49.24486287;49.67742258;49.83343382;48.68745444;53.73977377;49.40913559;48.89034453;51.54294165;50.52458249;52.48063648;2
503;48.45548833;50.27751838;51.06169566;50.79949054;51.50620392;50.19120167;48.38497878;51.83859816;49.61179716;49.40652619;49.72193537;49.14747051;50.58067621;48.48170019;49.90626715;1
504;49.16400673;46.8504875;48.36113894;50.45021263;52.81912338;50.44967601;48.11630145;50.51138882;50.12838221;50.58725903;49.68741576;52.57831504;47.10998983;49.88813676;49.79514215;2
505;49.86472695;50.24254223;48.21973883;49.38334394;54.45322649;51.1449355;44.54600886;49.62747541;50.22128897;49.11790137;48.72146014;51.98198189;49.28805121;50.52382857;50.22848296;1
506;50.58375728;51.57642683;50.10221278;49.69170281;51.7113592;47.28144384;50.19236517;50.8626724;49.97652721;50.2223962;49.84493917;50.14650984;49.97494451;48.89507601;52.60238713;0
507;50.7304267;50.0523987;49.28784583;48.69282738;51.52093177;50.46008591;51.19821554;50.70252341;50.85792052;52.13641649;51.07624803;47.2073979;49.16056154;49.83057463;51.54767434;0
508;50.1942125;48.13980199;48.59057982;48.76486798;51.03835893;55.12017721;49.5433146;48.18560574;48.15703599;50.81404025;49.33829649;48.54939042;49.80923974;50.04919061;47.33862243;1
509;49.74349789;50.89589838;51.59881314;47.57655628;48.25260398;51.18643697;48.76297683;48.87655144;51.62462589;50.4599605;51.01583344;48.87856722;48.95826317;49.58171656;49.81665968;1
510;49.61330882;51.08604019;49.98833617;49.92806591;52.21860934;50.97006145;46.51010107;50.0576547;50.14502978;49.32969629;49.33572889;49.94822048;48.17088885;49.82450741;50.11787091;1
511;50.75869624;52.18985809;49.01101938;50.31370284;50.97508618;51.01740437;48.77308454;49.14637143;48.4840281;50.13690371;48.47671117;48.22394411;50.76595886;49.92131254;50.67432686;1
512;50.84419961;50.80411582;49.57833263;48.43512513;45.97437531;47.35186788;51.34316346;51.97978236;49.69020206;49.86582265;49.00817518;48.98658464;49.41408887;49.75070317;50.65873005;2
513;50.1173852;52.85201397;48.49104471;50.00268362;50.69788049;49.47012363;49.47225167;47.89616423;48.971956;53.33665384;49.53687732;47.32217865;49.10888529;49.76485702;54.21275956;0
514;48.73919164;50.78650386;48.14668318;50.22917174;48.98617886;50.3065437;47.88480638;48.531155;51.2854797;51.81019765;49.1484497;49.35262148;49.45550183;49.09470912;51.58465074;1
515;49.56227243;49.37310546;50.33606587;48.73586359;49.29971597;49.8202173;47.09024244;47.77226478;49.11154803;52.5593089;50.54433044;51.41858518;49.27492317;50.25881901;52.1188571;2
516;49.56465762;51.819964;48.99423373;50.95043706;48.12802204;46.83950693;48.55345228;48.85185659;49.50455711;51.93256427;51.559114;50.67706928;52.18965542;48.84228558;53.80378385;0
517;51.10426862;49.59301312;50.42148902;49.15614177;48.33826013;47.4682792;50.1542861;50.31866309;50.24773101;53.43513288;51.34115657;49.37595734;51.44318142;52.75241073;53.59373711;2
518;51.38530573;50.48603455;51.36978181;50.70419514;50.81171029;49.07706979;48.75158791;52.6962089;49.39267359;49.20266981;51.64798097;49.12892118;50.11183799;48.45559309;50.24633356;1
519;48.11184474;51.68019593;49.53432692;48.83582361;51.79762521;48.86274162;50.04291757;49.2798427;49.08393455;50.01492537;50.29402496;50.25927657;50.88856753;51.4571109;51.67955428;0
520;50.74389366;49.31352137;51.33537323;50.01103796;56.27785489;46.2482827;53.48874946;49.36083359;51.28602565;52.01472894;50.94219293;52.71637985;50.68181027;51.02618809;54.444379;0
521;48.6298527;49.14554248;50.8601932;49.3997872;49.92266913;52.4689914;51.80826047;47.4098587;49.30737553;55.01732132;49.28978545;46.53792786;50.64052184;51.12418538;52.0582627;0
522;49.09311134;51.31012272;50.39843547;47.43969236;49.49923762;51.04997218;46.75624991;48.02773315;49.78829922;54.19035792;50.52714292;47.25198973;50.85271006;51.20534435;53.41995426;1
523;49.35665463;50.21033342;50.01598322;51.4895621;47.71234936;47.8272376;47.94787077;49.84285798;50.75622092;52.31655113;50.2651799;50.30277187;50.92164645;49.77130441;52.86874726;0
524;48.24612282;50.31745877;50.01349986;49.57936683;49.12558451;48.89361353;46.65132327;48.78815557;48.11801621;50.50498081;47.2594882;52.13819766;49.55263133;50.18559954;51.37131558;2
525;50.26009071;48.40361504;50.74157692;49.25263492;52.19282993;49.546336;46.77830661;52.13370276;51.67104266;49.91081193;49.97288066;51.35080211;50.6627271;50.8940042;50.2804537;1
526;49.90769747;49.15577179;50.0563998;49.32946712;47.42561298;49.45617535;51.43344529;50.59572421;49.31456687;53.12471842;51.87122259;47.58879099;50.54886122;49.3133851;51.71180079;2
527;50.88555806;50.21159276;50.37171008;50.71615793;48.85589178;50.0965604;50.09814078;52.45749744;49.58179622;50.13838651;51.42676127;47.34276282;49.72932864;49.84081707;49.75158305;1
528;49.71915482;49.51309206;51.504678;51.09668397;47.85906682;48.09391823;46.80158156;50.91089146;49.237465;49.79787095;49.26440532;52.07634516;50.69611124;49.04278901;50.61360147;0
529;49.91920691;50.21000577;49.61992275;49.98673111;51.37358137;50.40773225;47.86322876;48.76155516;49.51657896;52.25623932;50.28993007;49.60390954;50.62427897;49.66017932;52.13929561;0
530;49.95945018;48.25665345;50.30852609;51.54928259;48.96435069;49.81734478;50.10111891;53.00821055;50.90295269;50.54575995;50.94007482;48.62091917;49.97309125;52.73535062;49.51435711;1
531;51.58470341;50.22458608;49.86095653;50.67500349;50.68637007;47.89683604;47.79140461;50.39436516;50.11099823;51.02970812;48.65543682;51.20123404;49.23582362;48.55223589;52.43788483;0
532;50.8192948;52.34175276;51.93293223;53.05924577;45.93921089;48.08110949;50.88634843;47.38105362;50.87322743;49.60477416;51.19725346;51.17594523;50.07843707;49.30321087;50.87402104;0
533;50.60362807;51.47555397;49.95464181;49.48828733;47.69463621;53.70348966;49.48160604;46.33244535;52.59983755;52.64980373;48.39799737;46.4089786;49.30127594;48.4467595;50.19849684;0
534;46.90577687;48.27460774;50.29825117;49.09982137;51.10108065;52.85769948;51.22845045;50.70500592;48.91013732;49.99096975;52.79329711;48.36348482;50.33890726;48.80556422;47.77445503;1
535;48.97719565;49.89956826;49.59302561;51.5839887;48.86646297;49.05692739;53.8604082;51.51731533;50.03324665;52.47062764;50.56626497;46.46004486;50.61264273;50.10381777;51.70757546;1
536;51.12814987;46.39658179;49.27464115;53.14219448;52.07570334;52.29463613;50.04656792;49.75501638;51.23768426;53.87464481;50.46077127;48.90810438;50.96810201;49.43569884;50.78241409;2
537;50.12492397;51.47930321;49.89811878;48.75542982;49.23127557;50.65280108;50.19120372;48.57278351;49.78019661;51.73859948;49.98043828;47.80719499;50.62454155;51.14111362;51.39218513;0
538;48.75431217;48.11202575;48.90786818;51.3244144;49.75392133;50.8725465;51.22828715;50.30466434;50.56410955;53.54107596;50.66523053;47.6596851;49.79929583;49.64120009;51.34596253;2
539;49.37601472;51.87070919;50.00299363;48.90968941;51.0804403;52.92296023;50.15843215;46.65817907;49.57254938;50.93041726;50.34232771;48.01867043;50.07977197;49.29687905;50.07736645;0
540;50.32780031;48.3595995;49.66891969;49.11278876;51.636565;52.20497065;48.27629322;50.05660645;50.24568501;50.26851556;50.86143521;50.10688811;51.79593625;50.32233807;48.84151728;1
541;49.41355487;51.75379448;48.98561981;51.60928546;51.73160798;49.18280759;48.78418464;48.74401643;51.04387127;54.07077328;50.64567577;47.64534685;51.6388368;49.63298504;54.7842667;0
542;48.99256956;50.54006014;50.15793262;49.74507674;50.30106432;49.84840485;50.51821487;50.45699531;49.56676616;49.13719685;49.79115589;49.79157929;49.60567202;49.87618714;49.60343807;1
543;49.68195568;48.66503456;49.03522713;49.04114817;54.28112322;50.2397841;52.12945339;51.2060185;47.94265502;52.37202705;49.81177896;48.18614841;49.32149688;50.84114667;51.79939415;0
544;49.66665234;50.18502497;49.34240127;48.64310015;49.03100791;48.66763721;47.86738425;48.99044736;49.53049338;50.97944173;49.4202958;51.55702708;49.87602081;49.98474872;51.66619924;0
545;49.64594345;49.04348234;50.68778193;50.58479765;48.66133387;50.57755212;52.27298115;53.15991126;50.88292378;50.11741497;49.74917132;46.7755623;50.43734082;50.71320251;48.7366774;1
546;49.74574986;50.69109417;49.32353994;48.98634285;50.13305577;52.39651024;51.99989805;48.64816461;48.96132058;50.16385456;50.78837288;47.78505462;49.89464114;49.15246142;48.88053114;0
547;49.29914907;53.35696969;49.75058106;50.45914229;50.16171292;49.82724346;51.16408412;46.78197211;50.8366942;48.07986143;50.60198427;50.92937523;51.42514908;49.75604886;49.92049605;0
548;49.48673757;49.82638169;48.48706488;50.58502694;53.77891066;49.50604708;52.96490225;49.04561378;48.94919731;51.24670762;50.19218093;50.11858857;50.44823067;49.0465291;51.70619224;0
549;50.09502003;49.06277491;50.73284201;51.50507168;49.97672952;49.39715634;50.51267545;49.55457227;49.64793436;49.92157332;49.47556934;51.66492061;52.2836532;49.51422232;49.91846724;2
550;48.99159193;47.7323075;50.74668989;48.18854477;51.01552418;50.59342663;47.56683358;48.54729621;50.61865831;53.19997177;51.89704731;51.23068635;49.77484476;49.52091567;51.83217583;2
551;51.0633737;48.19779621;50.29918564;47.92774362;48.21986506;51.09864524;50.88256165;50.36919545;50.58596385;53.03446668;50.0637589;47.60289448;47.83562796;51.01547024;50.57374229;2
552;50.37473936;50.41545285;50.0398921;49.41647661;53.63378404;47.15902311;52.49322876;48.07153216;51.16716236;52.26472311;49.40810086;51.74518008;51.52179249;51.2176324;54.13479867;0
553;49.60503925;47.43901667;48.32386091;50.32373997;48.43397456;53.49232047;52.46244745;51.11609236;50.10073346;51.34573155;48.63294977;46.48577082;50.41698275;49.04098129;47.45441166;1
554;48.77168905;48.99606036;48.60035038;49.19627227;50.72711621;51.36606854;52.18245142;53.36081464;50.93505615;46.80851057;48.79630211;48.80589755;49.83138547;49.25248389;46.13650517;1
555;50.39629978;50.33054309;49.19120287;51.46628715;46.99377094;47.07224777;49.73458236;52.08085627;49.94945791;49.93966458;49.07938627;50.12606786;51.92953326;49.39907591;51.07344516;2
556;49.41851709;52.02432231;49.86106266;50.93538642;50.17524276;49.19017627;50.62689564;49.09462261;51.5078569;50.38831508;47.86375008;49.14093175;50.90685776;49.84589101;51.51975381;0
557;49.86152823;47.56015116;50.85228526;51.05504136;49.51563884;50.46618178;50.268741;48.8124986;50.57659832;54.12162154;49.18900819;49.58386323;48.15289437;50.40034812;51.95790088;2
558;50.90028992;51.22237508;51.15882638;50.27821732;48.27756909;50.13018721;46.23808136;47.2613172;50.68129005;54.03697206;51.04215493;48.8625062;50.49151299;49.04266105;53.64792029;1
559;50.62806201;49.94297763;48.69908671;48.3320889;51.46942293;54.07686265;49.41958987;45.04582299;51.32832487;55.19146667;49.81105891;47.21136662;50.34310767;50.02180631;52.23168545;0
560;51.08127294;48.45580461;49.08819471;48.23749709;49.57526772;48.73770802;49.58912098;50.23313574;49.16650474;51.51927844;50.44840405;51.20683464;48.82688822;50.60111881;51.2872129;2
561;48.82493543;51.99831963;50.38622102;50.03029717;47.82546427;50.88573241;48.80088521;47.77429154;50.004798;51.172872;49.26758523;48.44160615;47.70536448;50.21176773;50.90519071;0
562;50.11430274;48.30504717;50.38579056;49.62927616;52.49482694;55.63088134;49.53816959;49.71879353;50.37102012;50.23135821;50.9915457;47.30816023;49.22167709;49.03466272;46.86988345;1
563;48.88268179;54.01020672;49.65368938;50.21873739;48.72047129;50.21056329;49.15483412;46.71432741;49.44272474;51.14218125;49.57014424;48.10822107;51.1621196;49.01791531;52.20302675;1
564;50.0399371;50.18767686;50.84869824;51.48933656;51.76504537;50.05690139;51.35854813;49.34008058;49.9825073;51.75028146;50.17641674;48.86429602;49.14853969;50.76499448;51.63979858;0
565;50.4846457;50.0461524;50.32588854;51.19227802;52.25059991;50.38044857;46.22193821;50.1647449;50.05231279;49.57308147;50.80163553;51.22152637;50.47306553;48.22345969;50.30237292;1
566;49.58943873;48.03687465;49.1338093;48.27992434;51.35508808;54.95261711;50.70378006;49.99764286;48.58155443;50.44570515;51.26522763;47.23861717;50.33530658;49.95828321;46.96548715;1
567;50.6837563;49.32520825;48.60258526;50.19442253;47.29059807;52.0906895;45.07303844;47.31026967;51.49745537;59.39536254;50.08384808;45.02557545;50.8556432;52.37394201;55.86260612;1
568;50.94978503;50.49495224;50.7352475;50.37425618;48.29054748;52.82402214;51.72276986;48.94317383;51.50121567;51.16812548;52.0517536;46.4099796;49.45431374;52.58312467;48.96997493;0
569;49.56431947;48.17922014;48.36430375;50.49934505;52.04735335;49.17312246;51.27361161;51.82059598;50.0058518;48.63124755;51.31774793;51.79795869;49.79627484;50.71666336;48.96202019;2
570;50.31160894;50.61559695;49.59664858;50.05364291;48.99734397;46.14764355;51.12650874;52.05272401;50.43312976;49.61422353;50.70693991;50.80182855;49.52654344;50.75811916;51.73250269;2
571;50.76619428;50.88030921;50.90498314;51.04926427;51.1677597;50.76824095;47.68120846;51.66187169;48.57763468;49.47980688;49.65880148;48.34947412;49.11123444;48.89292996;49.85682688;1
572;50.61644682;48.94979473;49.47292846;51.81919381;50.30832184;48.88283893;50.8248518;50.94509115;49.73479113;48.59614983;51.12104998;51.99061009;50.1439406;49.09413678;49.11819729;2
573;48.76368314;50.10939643;52.33274349;49.78762517;49.6686857;49.50092572;48.71761126;47.52611633;49.36390207;52.86789116;50.36310929;50.56889312;50.91146788;50.98955865;52.73064801;2
574;49.05272632;52.75387494;49.10174518;49.51687077;50.03544986;49.17766616;49.99654881;48.79307517;48.90033024;50.40493938;50.70850968;48.88426589;50.95145514;51.87301917;51.85452368;0
575;49.6841056;49.46322001;48.01286079;50.55512489;49.94951642;53.03753771;48.88336951;49.57648869;50.9704116;50.52976066;49.45545877;48.17737019;50.14860956;52.32348822;48.5763567;1
576;49.18644395;48.55821569;50.88396471;49.99648264;49.65512344;50.0626271;50.74538224;50.75671958;48.60890741;51.56330291;50.24041987;49.18293846;48.62406617;50.85651478;50.4598619;2
577;51.16896026;48.49346815;50.86321035;49.1389245;50.43236357;49.63901261;47.55584998;50.92271164;48.7947018;48.93337769;49.2827391;52.48910414;50.56437772;51.82845342;49.1326106;0
578;49.26545339;47.62022839;50.20391062;51.33705502;49.31796974;50.76621224;48.34422487;48.3985194;50.22589772;53.03919256;49.51603731;50.9735442;50.34083379;49.72332175;51.14956121;2
579;51.33136472;51.39677545;50.34583361;50.21721048;50.58343937;50.54583841;50.95122414;48.5390143;49.59159908;50.10523733;50.68833293;49.21439966;49.92090079;49.61039776;50.36876615;0
580;48.91177039;47.61633713;49.9694665;49.21152947;49.18999411;50.71436786;48.95803808;48.15825868;49.83920322;54.06687858;49.69008987;50.24963923;51.22365659;49.95531945;51.8934044;2
581;50.67737952;51.17789781;50.65927499;49.62627714;46.32635041;48.76277655;48.57412882;47.46242753;48.61798417;52.00678201;50.25166834;50.49461984;50.41164446;49.54063443;52.21642832;2
582;49.23561423;50.89756392;50.53314639;51.41727046;47.81335608;52.18816345;50.07780278;46.30391478;49.79257296;51.34852897;50.01806842;49.0914875;50.14856698;49.27174231;49.83356312;0
583;51.21282779;49.86367225;50.30207658;48.70343804;52.83214911;52.21596254;46.23572587;50.37085433;48.58620479;49.77792044;50.44829116;49.57190575;52.04140837;49.98992418;49.43515072;1
584;50.73234712;48.08989612;49.73722576;49.1109423;48.04698311;49.66284192;50.7341703;50.74609887;50.30422234;50.17837941;49.55547764;50.79503592;47.88129505;50.57687299;49.13010287;2
585;50.48964115;47.47065417;51.30565519;51.45096913;49.63797722;54.87128714;49.74958084;48.08956389;51.92939325;51.69926692;48.38868552;48.53212315;48.55100139;49.6313054;47.62069671;1
586;48.75838147;46.84616323;51.20546773;50.13147135;53.14783965;50.58266774;49.9053032;50.08491523;52.7899506;52.098769;50.5148368;51.21294042;49.10010099;49.29390555;50.78784896;2
587;50.89447102;50.65492543;50.09014891;49.38671494;47.32055876;47.67069453;52.28133526;52.14375248;51.0650718;48.54425169;48.83503882;49.63534751;50.04416004;49.90830831;49.57414004;2
588;50.85908051;51.0607376;50.08070124;48.4047497;51.64248272;50.8459046;51.04072449;48.02826518;49.89830953;50.26346577;49.82173501;49.70430237;50.22866431;51.46470292;50.42987458;0
589;51.54668269;50.28869881;49.07146057;51.30295861;50.61207588;54.62331506;52.51873387;46.66556964;50.8026427;51.80446456;50.75119245;46.61190212;49.24872695;50.04754219;48.856306;0
590;50.21877004;53.25715707;49.08155387;49.79054054;49.20520095;49.30503576;48.66053436;47.36313906;47.6377329;49.43569229;51.03497828;50.53072635;50.63094704;50.36399521;51.25853359;1
591;50.32212936;48.19950987;50.2849725;49.37370009;49.62836719;49.55295912;49.71933685;50.07422187;49.28781034;52.21619912;49.60012972;50.32350009;49.33358041;51.20929338;51.26390211;2
592;50.03270887;50.28444483;50.23266606;50.12633645;50.96934645;49.79720961;51.00555217;50.0878449;49.00758334;51.3106199;49.11902666;48.68605772;49.81796222;49.72558771;51.3203206;0
593;49.81879324;46.79972318;50.91134894;47.9754147;53.55734593;54.62020033;50.00140715;50.70478392;49.82880752;50.30808702;50.22689843;48.67783846;48.88243558;49.6196274;47.09018031;1
594;47.69899136;48.29807282;48.44579293;50.95021888;48.71378449;49.00800688;48.63949567;48.83822704;48.44263644;52.57421865;47.92665488;51.6575995;49.72456017;49.40359728;51.87993241;2
595;50.312683;48.49800706;50.83026216;49.46126478;51.22744746;49.57155343;51.95771235;50.3105045;50.77501342;53.64037277;48.59437585;48.32842269;50.27700725;48.48001378;52.54383063;2
596;50.62873167;49.45515671;49.45341959;48.80951671;51.39180217;48.21186957;47.32765489;52.67779107;49.65939922;49.52493922;51.90964958;51.07951713;48.79608105;48.91315081;50.88889294;1
597;48.18492167;51.58202296;50.83196572;49.382672;50.8266139;50.65021679;47.72771787;49.32277579;50.22554125;49.77228009;51.94459453;49.50529297;49.16410892;51.86638953;50.45398362;1
598;49.02914495;52.04312297;51.08677811;50.26233735;48.34336009;48.93285905;49.5807859;47.47516286;49.3428018;51.83289049;51.14802153;49.66523541;50.24596589;48.44341584;52.60561312;0
599;49.39928421;51.37413877;49.48844348;49.5139989;47.99001582;49.75609143;49.65091616;47.63759088;48.65372466;49.83520621;49.1996459;50.89066155;50.14168107;50.18815588;50.26106908;0
600;49.62975118;48.45349282;50.15044555;52.08265353;49.27059831;50.29916907;47.58201417;48.23107822;49.03055957;53.57103472;49.74034414;50.55434762;50.05493458;49.88264163;52.20720506;2
601;51.01414403;49.68682563;50.40433504;49.81138539;46.49479398;48.96262499;49.78161298;49.8930344;48.82103476;50.19506299;50.56745439;50.68804005;49.62242082;49.48285354;49.95038218;2
602;49.6733965;47.11822255;51.12736518;51.90137164;50.28377344;51.38636232;48.93554926;47.40972181;49.2614144;55.25040886;49.85334258;50.03193011;50.80848266;49.84834726;52.50029199;2
603;49.3130408;50.12116915;48.30814951;47.30259973;48.44818662;46.97260878;50.4833341;50.16311342;51.01587386;51.57971729;47.96703999;50.77377831;50.85387863;50.36370561;52.64162373;2
604;49.97237025;47.18794313;49.45508549;51.46905332;50.18009799;51.02782427;49.29756072;49.11319002;50.17457073;55.70109819;52.32813316;48.36589382;49.17840332;49.13609529;52.93145683;2
605;47.72846401;48.48955144;51.30933606;50.4727239;51.65715861;54.59539668;50.19086157;50.26203365;49.60957953;50.20047565;49.75038022;47.27766797;48.72306055;48.72714067;47.24719668;1
606;50.05481804;51.08453498;48.33166212;49.85818433;49.59999603;51.7683902;49.78032936;49.12808377;50.60447934;52.27660777;49.67097255;46.5100873;50.1025366;51.31657546;51.10363066;0
607;49.83252812;47.28442168;49.46272985;49.95358142;54.74916563;49.37955419;55.29288259;48.41358104;49.47851517;53.78997194;50.50013124;50.63966089;49.7530131;49.35266997;52.81545706;0
608;50.30177948;50.49966646;50.70424075;49.04009954;48.74535328;50.6862466;51.56433261;48.05943166;48.28991677;53.14525856;49.74341807;47.58535865;49.88029839;50.55663475;51.89041203;0
609;51.62101647;47.9239725;48.79487778;51.44611289;49.96270787;54.97899679;54.18811449;51.05881143;49.0953694;51.0815913;49.05131718;44.73714749;49.11366991;49.8910805;46.70353569;0
610;49.30591577;48.70126367;49.69868458;49.59590895;50.80167588;53.27704894;49.06859309;49.75393316;48.01816227;50.66266958;49.59021199;48.49014622;50.06866152;48.07096535;48.41069827;1
611;48.15492624;50.2191761;49.28468239;49.21458386;47.49264656;48.65745054;46.39097141;49.81340447;47.5785513;50.70508844;47.71241523;51.2542278;50.24544037;52.11482989;51.26467653;2
612;51.12113985;49.79597019;51.84700836;51.48803651;49.57896722;52.78393998;49.03774876;50.04491093;49.59557098;50.61076415;48.88647395;47.53113462;51.37129326;49.54948175;48.78947747;1
613;51.2905651;50.3633597;49.62504527;49.33536358;47.80299561;46.41688979;49.39455573;51.97941858;48.55874461;49.56728432;50.20452202;51.23479424;49.31517359;48.3956433;51.38461294;2
614;50.45059735;51.18132094;48.65497432;48.92018377;50.05691006;50.15377307;51.62941604;50.48628394;49.83574422;47.58699273;50.90184027;49.73843536;49.1418042;47.1751663;48.30027397;1
615;50.15590173;50.80902745;49.24113254;49.97579412;49.48618796;46.59295916;49.34363414;55.68419229;48.39587844;49.06596046;49.45591332;48.15983993;51.12663673;50.23278693;51.20894648;1
616;50.22591067;52.26123141;50.4529717;48.66097135;47.87258625;55.78897899;50.03753949;50.32812208;50.36196118;46.6865006;48.51550291;44.91018186;50.60461031;49.37858569;44.44898441;0
617;50.81735204;53.53527399;49.01905564;50.71632503;51.44605793;51.30762768;48.8056794;48.37722854;49.64610289;50.69898944;50.09423035;47.01819597;49.12341577;50.29468484;51.55783557;1
618;48.495867;50.81245725;51.13351723;47.79516676;47.16496926;47.92895956;48.54983147;49.65699372;48.05230082;53.20906734;50.51998372;48.89032326;50.15821413;50.48709644;53.55058049;0
619;48.95715428;48.80589009;49.01850094;49.00467772;51.67604849;53.3385939;48.67375186;49.67719099;51.26173632;50.39317155;49.11228375;48.84729245;49.12460767;49.61321356;48.42833978;1
620;49.40072172;48.06849061;52.02064104;50.46170275;52.78082639;49.76791602;49.2000967;50.53968148;48.59972244;50.75456847;49.57066138;51.5673991;50.53463163;50.09768072;50.63967157;2
